timestamp_ms,ax,ay,az,gyro_yaw,gyro_pitch,gyro_roll,gps_lat,gps_lon,gps_speed,vehicle_speed,vehicle_heading,accel_magnitude,gyro_magnitude,accel_change,gyro_change,ax_change,ay_change,az_change,gyro_yaw_change,gyro_pitch_change,gyro_roll_change,dt,predicted_speed,gps_x,gps_y,phase,gnss_available,ins_heading_rad,ins_speed_mps,ins_x,ins_y,dr_x,dr_y,corrected_x,corrected_y,dr_source_speed_col
4691276,-0.5761,1.4424,9.2646,-0.0294,-0.0328,-0.0541,52.47373,-1.397314,19.33,69.703,105.804,9.393892810225164,0.0697639591766407,-0.8786021131125956,0.0153644187374054,-0.7165999999999999,0.2146999999999999,-0.9333000000000008,-0.0091,-0.0829,-0.048,0.101,46.83958999999998,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8438879948544495,19.336111111111112,4888.821147203533,-403.8599735727655,4888.821147203533,-403.8599735727655,4888.821147203533,-403.8599735727655,predicted_speed
4691375,0.3467,0.9854,8.8346,0.0761,0.0866,0.0265,52.47373,-1.397314,19.33,69.624,105.593,8.896143614510729,0.1182920961011343,-0.4977491957144337,0.0485281369244935,0.9228,-0.4569999999999998,-0.4299999999999997,0.1055,0.1194,0.0806,0.099,36.94208999999999,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8519357048544496,19.37686891611111,4890.664144261564,-404.3922095986615,4890.664144261564,-404.3922095986615,4890.664144261564,-404.3922095986615,predicted_speed
4691476,0.4044,0.3834,10.1555,0.0493,0.1087,0.0373,52.47373,-1.397314,19.33,69.592,104.647,10.17077751059377,0.1250498700519117,1.2746338960830403,0.0067577739507773,0.0576999999999999,-0.6020000000000001,1.3209,-0.0268,0.0221,0.0108,0.101,40.40646999999999,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8574391948544495,19.42427781111111,4892.545949721885,-404.94689122860785,4892.545949721885,-404.94689122860785,4892.545949721885,-404.94689122860785,predicted_speed
4691575,-0.8026,-0.2217,9.7013,-0.0618,-0.0208,-0.0905,52.47373,-1.397314,19.33,69.646,104.774,9.736967666578748,0.1115442961338678,-0.4338098440150215,-0.0135055739180438,-1.207,-0.6051,-0.4542000000000001,-0.1111,-0.1295,-0.1278,0.099,43.29105000000002,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8518348048544495,19.35125491611111,4894.386564171281,-405.4782379841822,4894.386564171281,-405.4782379841822,4894.386564171281,-405.4782379841822,predicted_speed
4691675,0.0836,0.5419,8.5767,-0.014,-0.0326,-0.0903,52.47373,-1.397314,19.33,69.779,105.413,8.594208949054009,0.0970198433311454,-1.142758717524739,-0.0145244528027224,0.8862,0.7636000000000001,-1.1245999999999992,0.0478,-0.0117999999999999,0.0001999999999999,0.1,41.37375999999998,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8509538048544496,19.36611441611111,4896.247670824823,-406.0137245852484,4896.247670824823,-406.0137245852484,4896.247670824823,-406.0137245852484,predicted_speed
4691775,0.7475,1.1328,9.5093,-0.0392,-0.0154,-0.0194,52.47373,-1.397314,19.33,69.764,105.669,9.60566388023233,0.0463698177697519,1.0114549311783207,-0.0506500255613935,0.6639,0.5909,0.932599999999999,-0.0252,0.0171999999999999,0.0709,0.1,34.13532,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8475528048544496,19.447363916111108,4898.118403670492,-406.5450985147878,4898.118403670492,-406.5450985147878,4898.118403670492,-406.5450985147878,predicted_speed
4691875,0.5428,0.009,10.2942,-0.0429,0.0007,0.0441,52.47373,-1.397314,19.33,69.84,105.48,10.30850457049906,0.0615281236508964,0.702840690266731,0.0151583058811445,-0.2047000000000001,-1.1238,0.7849000000000004,-0.0037,0.0161,0.0635,0.1,37.97791999999999,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8437818048544496,19.508143416111107,4899.996979906415,-407.07105281057744,4899.996979906415,-407.07105281057744,4899.996979906415,-407.07105281057744,predicted_speed
4691975,-0.0723,0.6967,10.03,-0.0265,-0.0002,0.0637,52.47373,-1.397314,19.33,69.779,105.294,10.054427789784956,0.0689926082997302,-0.2540767807141044,0.0074644846488337,-0.6151,0.6877,-0.2642000000000006,0.0164,-0.0009,0.0196,0.1,37.02127,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8416508048544495,19.507412916111107,4901.876602297848,-407.5929831243346,4901.876602297848,-407.5929831243346,4901.876602297848,-407.5929831243346,predicted_speed
4692075,0.1165,-0.6022,10.0184,0.0033,-0.0155,0.0252,52.47373,-1.397314,19.33,69.577,105.147,10.037158743887634,0.0297687755878537,-0.0172690458973221,-0.0392238327118764,0.1888,-1.2989,-0.0115999999999996,0.0298,-0.0153,-0.0385,0.1,22.964310000000005,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8424998048544496,19.525562416111107,4903.757529261871,-408.1169961324406,4903.757529261871,-408.1169961324406,4903.757529261871,-408.1169961324406,predicted_speed
4692175,-0.253,0.3732,9.9277,0.0004,0.0279,0.0233,52.47373,-1.397314,19.33,69.437,105.48,9.937933111568018,0.0363518912850487,-0.0992256323196159,0.0065831156971949,-0.3695,0.9754,-0.0907,-0.0029,0.0434,-0.0018999999999999,0.1,33.465760000000024,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8430588048544496,19.506761916111106,4905.636352210486,-408.6415549301733,4905.636352210486,-408.6415549301733,4905.636352210486,-408.6415549301733,predicted_speed
4692275,0.4936,1.1147,8.9438,0.0159,0.0653,0.0407,52.47373,-1.397314,19.33,69.682,104.627,9.026502949093851,0.0785709233749992,-0.9114301624741667,0.0422190320899505,0.7465999999999999,0.7415,-0.9839000000000002,0.0155,0.0373999999999999,0.0174,0.1,44.799980000000005,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8451678048544495,19.562621416111106,4907.5194416983695,-409.17158846432216,4907.5194416983695,-409.17158846432216,4907.5194416983695,-409.17158846432216,predicted_speed
4692375,-1.2211,0.0055,8.3617,0.0267,0.168,0.1212,52.47373,-1.397314,19.33,69.865,104.914,8.450393029321182,0.2088691695775132,-0.5761099197726693,0.130298246202514,-1.7147,-1.1092,-0.5820999999999987,0.0108,0.1027,0.0805,0.1,48.97465999999998,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8483568048544496,19.447010916111108,4909.389712765855,-409.7044566185991,4909.389712765855,-409.7044566185991,4909.389712765855,-409.7044566185991,predicted_speed
4692476,0.3228,-0.6226,9.0318,-0.0179,-0.0105,-0.0373,52.47373,-1.397314,19.33,69.559,104.941,9.05898679985792,0.042684306249487,0.6085937705367375,-0.1661848633280262,1.5439,-0.6281,0.6700999999999997,-0.0446,-0.1785,-0.1585,0.101,44.58508000000002,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8470730948544496,19.486178211111106,4911.283181756187,-410.2413071888678,4911.283181756187,-410.2413071888678,4911.283181756187,-410.2413071888678,predicted_speed
4692575,0.3134,0.348,8.3979,-0.0007,0.0787,0.0102,52.47373,-1.397314,19.33,69.84,104.643,8.410948101730268,0.0793613255937676,-0.6480386981276514,0.0366770193442805,-0.0093999999999999,0.9706,-0.6339000000000006,0.0172,0.0892,0.0475,0.099,43.16334,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8475176048544495,19.523639316111105,4913.142489776611,-410.76936521665147,4913.142489776611,-410.76936521665147,4913.142489776611,-410.76936521665147,predicted_speed
4692675,0.3599,0.9769,9.3244,-0.0046,0.0349,-0.04,52.47373,-1.397314,19.33,69.775,104.136,9.38233963252237,0.0532838624726098,0.9713915307921024,-0.0260774631211578,0.0464999999999999,0.6289,0.9265000000000008,-0.0039,-0.0438,-0.0502,0.1,45.05308,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8475766048544495,19.566128816111103,4915.024634448735,-411.3040290378354,4915.024634448735,-411.3040290378354,4915.024634448735,-411.3040290378354,predicted_speed
4692775,-0.4337,1.6974,9.0441,0.0113,-0.0156,-0.0635,52.47373,-1.397314,19.33,69.642,103.788,9.212220539044862,0.0663573658307802,-0.1701190934775081,0.0130735033581703,-0.7936,0.7205,-0.2803000000000004,0.0158999999999999,-0.0505,-0.0235,0.1,47.75518,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8492256048544495,19.529258316111104,4916.902349846104,-411.84078241719817,4916.902349846104,-411.84078241719817,4916.902349846104,-411.84078241719817,predicted_speed
4692875,-1.1451,-0.5073,10.3554,-0.0196,-0.0549,-0.0289,52.47373,-1.397314,19.33,69.646,103.684,10.430863648806842,0.0650644296063525,1.2186431097619792,-0.0012929362244277,-0.7114,-2.2047,1.3112999999999992,-0.0308999999999999,-0.0393,0.0346,0.1,47.96106,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8477846048544495,19.421247816111105,4918.770447404771,-412.371875797545,4918.770447404771,-412.371875797545,4918.770447404771,-412.371875797545,predicted_speed
4692976,1.1926,-0.1045,9.5766,-0.0134,0.0238,-0.0036,52.47373,-1.397314,19.33,69.685,103.483,9.651138926054273,0.0275492286643383,-0.7797247227525705,-0.0375152009420141,2.3377,0.4028,-0.7788000000000004,0.0061999999999999,0.0786999999999999,0.0253,0.101,15.493209999999998,5054.748221853027,-454.12008041607686,GNSS_OUTAGE,False,1.8469553948544495,19.548264911111104,4920.670012725836,-412.9102133015557,4920.670012725836,-412.9102133015557,4920.670012725836,-412.9102133015557,predicted_speed
