timestamp_ms,ax,ay,az,gyro_yaw,gyro_pitch,gyro_roll,gps_lat,gps_lon,gps_speed,vehicle_speed,vehicle_heading,accel_magnitude,gyro_magnitude,accel_change,gyro_change,ax_change,ay_change,az_change,gyro_yaw_change,gyro_pitch_change,gyro_roll_change,dt,predicted_speed,predicted_speed_mps,distance,dx,dy,predicted_x,predicted_y,gps_x,gps_y,position_error,gps_step_distance,distance_travelled,drift_percent,speed_mps,gnss_status,dr_x,dr_y,nav_x,nav_y
6072175,-1.0757,-0.1445,9.785,-0.0058,-0.0269,-0.007,52.412544,-1.527721,11.02,39.294,293.925,9.845010702889054,0.0283945417290013,-0.0631329456457212,0.0076634057253955,-0.0881,-0.1401,-0.0738000000000003,-0.0135,-0.0162,-0.023,0.1,40.40427000000001,11.223408333333337,1.1223408333333338,-1.0259060449907658,0.4551546253953342,-1.0259060449907658,0.4551546253953342,0.0,0.0,1503.9162986092165,0.0,41109924.948922895,0.0036582803312770825,11.223408333333337,AVAILABLE,-31.59302583850544,19.687709999467174,0.0,0.0
6072276,-1.2893,0.2374,9.576,-0.0053,-0.0094,0.0232,52.412952,-1.529004,8.1,39.334,294.341,9.665320959492242,0.0255869107162236,-0.1796897433968123,-0.0028076310127777,-0.2135999999999998,0.3819,-0.2089999999999996,0.0004999999999999,0.0175,0.0301999999999999,0.101,38.736290000000025,10.760080555555563,1.086768136111112,-0.9901637622111819,0.447929353436698,-2.016069807201948,0.9030839788320322,-87.02044665610838,45.36753007100065,1487.9478075569461,98.02226341605709,41110022.97118631,0.0036194283048682245,10.760080555555563,AVAILABLE,-32.58318960071662,20.135639352903866,-87.02044665610838,45.36753007100065
6072375,-0.914,-0.0848,9.9819,-0.0102,-0.0269,-0.0015,52.412952,-1.529004,8.1,38.833,294.595,10.024016891945063,0.0288079850041616,0.3586959324528234,0.0032210742879379,0.3752999999999998,-0.3222,0.405899999999999,-0.0049,-0.0175,-0.0247,0.099,39.05347,10.84818611111111,1.073970425,-0.9765317012422376,0.4469880426181685,-2.9926015084441855,1.3500720214502007,-87.02044665610838,45.36753007100065,1488.0349650827186,0.0,41110022.97118631,0.0036196403152721915,10.84818611111111,AVAILABLE,-33.55972130195886,20.58262739552203,-87.02044665610838,45.36753007100065
6072475,-1.0115,-0.1544,9.5118,-0.0084,-0.0141,-0.0035,52.412952,-1.529004,8.1,38.808,294.271,9.56667710597572,0.0167815374742602,-0.4573397859693457,-0.0120264475299013,-0.0975,-0.0696,-0.4701000000000004,0.0018,0.0128,-0.002,0.1,40.554089999999995,11.265024999999998,1.1265024999999997,-1.0269325729670555,0.4630522358066231,-4.019534081411241,1.8131242572568238,-87.02044665610838,45.36753007100065,1488.1208631316224,0.0,41110022.97118631,0.0036198492620026865,11.265024999999998,AVAILABLE,-34.586653874925915,21.04567963132866,-87.02044665610838,45.36753007100065
6072575,-0.8599,0.0078,10.0396,0.0118,0.0224,0.0278,52.412952,-1.529004,8.1,38.786,294.713,10.076361298107567,0.037601063814738,0.5096841921318482,0.0208195263404777,0.1516,0.1622,0.5278000000000009,0.0202,0.0365,0.0313,0.1,41.86229000000001,11.628413888888891,1.162841388888889,-1.0563406335881882,0.48615281706840463,-5.075874714999429,2.2992770743252287,-87.02044665610838,45.36753007100065,1488.2193621944405,0.0,41110022.97118631,0.003620088860659411,11.628413888888891,AVAILABLE,-35.64299450851411,21.53183244839706,-87.02044665610838,45.36753007100065
6072675,-0.5754,0.307,9.6703,-0.0057,0.0121,0.0022,52.412952,-1.529004,8.1,38.606,294.2,9.692266827218493,0.0135550728511505,-0.3840944708890763,-0.0240459909635874,0.2845,0.2992,-0.3693000000000008,-0.0175,-0.0103,-0.0255999999999999,0.1,37.418350000000025,10.393986111111118,1.039398611111112,-0.948056381915967,0.4260734320373834,-6.023931096915396,2.725350506362612,-87.02044665610838,45.36753007100065,1488.298893014604,0.0,41110022.97118631,0.003620282319126265,10.393986111111118,AVAILABLE,-36.59105089043007,21.957905880434446,-87.02044665610838,45.36753007100065
6072775,-0.9715,0.1899,10.27,0.0031,-0.0033,-0.002,52.412952,-1.529004,8.1,38.477,295.166,10.317595371984694,0.0049497474683058,0.6253285447662034,-0.0086053253828447,-0.3961,-0.1170999999999999,0.5997000000000003,0.0088,-0.0154,-0.0042,0.1,42.044540000000005,11.67903888888889,1.167903888888889,-1.0570459328058215,0.4966421142235738,-7.080977029721217,3.2219926205861857,-87.02044665610838,45.36753007100065,1488.4087349687854,0.0,41110022.97118631,0.00362054950933012,11.67903888888889,AVAILABLE,-37.64809682323589,22.45454799465802,-87.02044665610838,45.36753007100065
6072875,-0.9346,0.0657,10.788,0.0288,0.0268,0.0182,52.412952,-1.529004,8.1,38.365,294.541,10.828607373526848,0.0433465108169042,0.5110120015421522,0.0383967633485984,0.0369,-0.1242,0.5180000000000007,0.0257,0.0301,0.0202,0.1,49.11924999999997,13.644236111111104,1.3644236111111105,-1.2411674349999449,0.5667055574574339,-8.322144464721163,3.7886981780436195,-87.02044665610838,45.36753007100065,1488.5233868387304,0.0,41110022.97118631,0.0036208283996387565,13.644236111111104,AVAILABLE,-38.88926425823584,23.02125355211546,-87.02044665610838,45.36753007100065
6072975,-1.1505,0.0388,10.3475,0.0362,0.0032,-0.0156,52.412952,-1.529004,8.1,38.153,294.969,10.41133574235314,0.0395479455850743,-0.4172716311737066,-0.0037985652318299,-0.2159000000000001,-0.0268999999999999,-0.4405000000000001,0.0074,-0.0236,-0.0338,0.1,45.30157999999999,12.583772222222219,1.258377222222222,-1.1407646472140136,0.531196058978606,-9.462909111935176,4.3198942370222255,-87.02044665610838,45.36753007100065,1488.6395911413777,0.0,41110022.97118631,0.0036211110662349995,12.583772222222219,AVAILABLE,-40.03002890544985,23.552449611094055,-87.02044665610838,45.36753007100065
6073076,-0.8466,-0.0795,10.4253,0.0398,-0.0082,-0.0097,52.412952,-1.529004,8.1,38.027,294.948,10.459920262602388,0.0417776255907393,0.048584520249248,0.002229680005665,0.3039,-0.1183,0.0777999999999998,0.0035999999999999,-0.0114,0.0058999999999999,0.101,44.34842999999998,12.319008333333327,1.244219841666666,-1.1281228950037787,0.5248063911246861,-10.591032006938955,4.844700628146912,-87.02044665610838,45.36753007100065,1488.7550708992412,0.0,41110022.97118631,0.0036213919703783626,12.319008333333327,AVAILABLE,-41.15815180045364,24.077256002218753,-87.02044665610838,45.36753007100065
6073176,-1.0068,0.3614,9.9449,0.0051,-0.0183,-0.0172,52.412952,-1.529004,8.1,37.987,295.33,10.002264354135018,0.0256269389510335,-0.4576559084673697,-0.0161506866397058,-0.1601999999999999,0.4409,-0.4803999999999995,-0.0347,-0.0101,-0.0075,0.1,31.027739999999998,8.618816666666666,0.8618816666666667,-0.779019209766163,0.36873985159108313,-11.370051216705118,5.213440479737995,-87.02044665610838,45.36753007100065,1488.841388192068,0.0,41110022.97118631,0.0036216019369183644,8.618816666666666,AVAILABLE,-41.9371710102198,24.445995853809826,-87.02044665610838,45.36753007100065
6073276,-1.0773,0.5106,9.892,0.0221,0.0133,-0.0003,52.412952,-1.529004,8.1,37.454,294.894,9.963581266291753,0.0257951545837585,-0.0386830878432657,0.000168215632725,-0.0705,0.1492,-0.052900000000001,0.017,0.0316,0.0169,0.1,34.40583000000001,9.557175000000003,0.9557175000000003,-0.8669199712932075,0.4023005135209685,-12.236971187998325,5.615740993258964,-87.02044665610838,45.36753007100065,1488.9304424686777,0.0,41110022.97118631,0.003621818561162705,9.557175000000003,AVAILABLE,-42.804090981513,24.848296367330796,-87.02044665610838,45.36753007100065
6073376,-1.0115,0.3213,9.5262,-0.0079,-0.0079,-0.0032,52.412952,-1.529004,8.1,37.501,295.6,9.585137055879796,0.0116215317406958,-0.3784442104119581,-0.0141736228430627,0.0657999999999998,-0.1893,-0.3658000000000001,-0.03,-0.0212,-0.0029,0.1,45.43234,12.620094444444446,1.2620094444444447,-1.1381211656304475,0.5452962957979521,-13.375092353628773,6.161037289056916,-87.02044665610838,45.36753007100065,1489.0644405569342,0.0,41110022.97118631,0.0036221445110857947,12.620094444444446,AVAILABLE,-43.942212147143465,25.39359266312875,-87.02044665610838,45.36753007100065
6073475,-1.1108,0.3229,9.6161,-0.012,0.015,-0.0027,52.412952,-1.529004,8.1,37.145,295.373,9.685428243500644,0.0193981957923926,0.1002911876208507,0.0077766640516968,-0.0992999999999999,0.0016,0.0899,-0.0040999999999999,0.0229,0.0005,0.099,44.261840000000014,12.294955555555559,1.2172006000000004,-1.0997861722565834,0.5215818976475062,-14.474878525885357,6.682619186704422,-87.02044665610838,45.36753007100065,1489.1898871496328,0.0,41110022.97118631,0.0036224496595231633,12.294955555555559,AVAILABLE,-45.04199831940002,25.915174560776258,-87.02044665610838,45.36753007100065
6073576,-1.2931,0.2434,9.8776,-0.0262,-0.0086,0.0001,52.412952,-1.529004,8.1,36.472,295.593,9.964854887553557,0.0275755326331151,0.2794266440529096,0.0081773368407225,-0.1822999999999999,-0.0795,0.2614999999999998,-0.0142,-0.0236,0.0028,0.101,32.36843000000001,8.991230555555559,0.9081142861111114,-0.8190149334524197,0.39228318268952345,-15.293893459337777,7.074902369393945,-87.02044665610838,45.36753007100065,1489.2875871839292,0.0,41110022.97118631,0.003622687314545553,8.991230555555559,AVAILABLE,-45.861013252852445,26.307457743465783,-87.02044665610838,45.36753007100065
6073675,-1.5294,0.1161,9.9382,-0.019,-0.0011,0.0088,52.412952,-1.529004,8.1,36.493,295.971,10.05586211172369,0.0209678325060078,0.0910072241701343,-0.0066077001271073,-0.2363000000000001,-0.1273,0.0606000000000008,0.0072,0.0075,0.0087,0.099,27.663870000000003,7.684408333333334,0.7607564250000001,-0.6839320541951867,0.3331475400226346,-15.977825513532965,7.4080499094165795,-87.02044665610838,45.36753007100065,1489.374842491792,0.0,41110022.97118631,0.0036228995628041437,7.684408333333334,AVAILABLE,-46.54494530704764,26.64060528348842,-87.02044665610838,45.36753007100065
6073775,-1.4521,0.3828,9.8485,-0.0142,-0.0176,-0.0083,52.412952,-1.529004,8.1,36.148,296.321,9.962333185554476,0.0240892092024624,-0.0935289261692133,0.0031213766964545,0.0773000000000001,0.2667,-0.0897000000000005,0.0047999999999999,-0.0165,-0.0171,0.1,32.072399999999995,8.908999999999999,0.8908999999999999,-0.7985350303062756,0.3950248288066906,-16.77636054383924,7.80307473822327,-87.02044665610838,45.36753007100065,1489.4829159294563,0.0,41110022.97118631,0.003623162451097201,8.908999999999999,AVAILABLE,-47.343480337353924,27.035630112295102,-87.02044665610838,45.36753007100065
6073876,-1.3265,0.4087,9.8274,0.0104,-0.0141,-0.0039,52.412952,-1.529004,8.1,35.86,296.543,9.924939732814504,0.0179493732481109,-0.0373934527399733,-0.0061398359543514,0.1255999999999999,0.0259,-0.0210999999999987,0.0246,0.0035,0.0044,0.101,19.701549999999987,5.472652777777774,0.5527379305555552,-0.4944789336455387,0.2470016276375699,-17.270839477484778,8.05007636586084,-87.02044665610838,45.36753007100065,1489.5523566128766,0.0,41110022.97118631,0.0036233313653385502,5.472652777777774,AVAILABLE,-47.83795927099945,27.282631739932675,-87.02044665610838,45.36753007100065
6073975,-1.3067,0.412,9.9424,-0.0096,-0.0029,0.0098,52.412952,-1.529004,8.1,35.172,296.125,10.036360229186672,0.0140217687899922,0.1114204963721707,-0.0039276044581186,0.0198,0.0032999999999999,0.1149999999999984,-0.0199999999999999,0.0112,0.0137,0.099,22.900330000000007,6.3612027777777795,0.6297590750000002,-0.5654200732561013,0.27730242210251393,-17.83625955074088,8.327378787963353,-87.02044665610838,45.36753007100065,1489.6271597876985,0.0,41110022.97118631,0.003623513323823162,6.3612027777777795,AVAILABLE,-48.40337934425557,27.559934162035184,-87.02044665610838,45.36753007100065
6074075,-1.6125,-0.0872,9.8639,-0.0253,-0.0441,-0.0284,52.412952,-1.529004,8.1,34.884,296.381,9.99521301924076,0.0582362430106888,-0.0411472099459135,0.0442144742206965,-0.3058,-0.4992,-0.0785,-0.0157,-0.0412,-0.0382,0.1,37.43914000000001,10.399761111111113,1.0399761111111114,-0.9316721228204699,0.46210103574974826,-18.76793167356135,8.789479823713101,-87.02044665610838,45.36753007100065,1489.7558753890532,0.0,41110022.97118631,0.00362382642411368,10.399761111111113,AVAILABLE,-49.33505146707603,28.022035197784938,-87.02044665610838,45.36753007100065
6074175,-1.5036,0.2368,9.9644,0.0059,-0.0111,-0.0092,52.412952,-1.529004,8.1,34.535,296.808,10.079987825389471,0.0155775479456813,0.0847748061487134,-0.0426586950650074,0.1089,0.324,0.1005000000000002,0.0312,0.033,0.0192,0.1,26.38875,7.330208333333333,0.7330208333333333,-0.654237847212916,0.3305939826659035,-19.422169520774265,9.120073806379004,-87.02044665610838,45.36753007100065,1489.8524470061698,0.0,41110022.97118631,0.0036240613342648715,7.330208333333333,AVAILABLE,-49.98928931428895,28.35262918045084,-87.02044665610838,45.36753007100065
6074276,-1.314,0.3923,9.7814,-0.0029,-0.0236,-0.0072,52.412952,-1.529004,8.1,34.247,296.967,9.877058329786252,0.0248437114779575,-0.2029294956032199,0.0092661635322762,0.1896,0.1554999999999999,-0.1829999999999998,-0.0087999999999999,-0.0124999999999999,0.002,0.101,34.35589999999999,9.543305555555554,0.963873861111111,-0.859069789786338,0.437094859738362,-20.281239310560604,9.557168666117366,-87.02044665610838,45.36753007100065,1489.982622323737,0.0,41110022.97118631,0.0036243779853104285,9.543305555555554,AVAILABLE,-50.848359104075286,28.789724040189206,-87.02044665610838,45.36753007100065
6074375,-1.3859,0.267,10.0191,-0.007,-0.0115,0.0061,52.412952,-1.529004,8.1,33.624,297.131,10.11802216937678,0.0147803924169827,0.2409638395905275,-0.0100633190609748,-0.0718999999999998,-0.1252999999999999,0.2377000000000002,-0.0041,0.0121,0.0133,0.099,32.20134999999999,8.944819444444441,0.8855371249999997,-0.7880981108122043,0.40382838865971227,-21.069337421372808,9.960997054777078,-87.02044665610838,45.36753007100065,1490.105268114584,0.0,41110022.97118631,0.003624676320806211,8.944819444444441,AVAILABLE,-51.636457214887486,29.19355242884891,-87.02044665610838,45.36753007100065
6074475,-1.736,0.0076,9.9827,-0.0027,-0.0309,-0.0133,52.412952,-1.529004,8.1,33.134,297.413,10.132524515144288,0.0337489259088344,0.0145023457675073,0.0189685334918517,-0.3501000000000001,-0.2594,-0.0364000000000004,0.0043,-0.0194,-0.0194,0.1,36.24986,10.069405555555555,1.0069405555555555,-0.89387215340561,0.46359665204631095,-21.963209574778418,10.424593706823389,-87.02044665610838,45.36753007100065,1490.2502610694685,0.0,41110022.97118631,0.0036250290157073695,10.069405555555555,AVAILABLE,-52.53032936829308,29.65714908089523,-87.02044665610838,45.36753007100065
6074576,-1.5205,0.1066,9.9123,0.0036,-0.0113,0.0056,52.412952,-1.529004,8.1,33.034,297.555,10.028807262082566,0.0131152582894886,-0.1037172530617223,-0.0206336676193458,0.2155,0.099,-0.0703999999999993,0.0063,0.0196,0.0189,0.101,31.58403,8.773341666666665,0.8861075083333333,-0.7855938328208709,0.4099132178382663,-22.74880340759929,10.834506924661655,-87.02044665610838,45.36753007100065,1490.3805784578287,0.0,41110022.97118631,0.003625346012339679,8.773341666666665,AVAILABLE,-53.315923201113975,30.067062298733497,-87.02044665610838,45.36753007100065
6074675,-1.3843,0.2267,9.839,-0.0125,-0.0314,-0.0265,52.412952,-1.529004,8.1,32.4,297.47900000000004,9.938490850224698,0.0429471768571579,-0.0903164118578683,0.0298319185676692,0.1361999999999998,0.1201,-0.0732999999999997,-0.0161,-0.0201,-0.0321,0.099,33.86374999999999,9.406597222222219,0.9312531249999997,-0.8261891598245921,0.42970205376586185,-23.574992567423884,11.264208978427517,-87.02044665610838,45.36753007100065,1490.5168689541008,0.0,41110022.97118631,0.0036256775385379676,9.406597222222219,AVAILABLE,-54.14211236093857,30.496764352499348,-87.02044665610838,45.36753007100065
6074775,-1.3146,0.4163,9.822,0.0051,0.0,0.0074,52.412952,-1.529004,8.1,31.594,298.337,9.918324598943109,0.0089872131386765,-0.020166251281589,-0.0339599637184813,0.0697000000000001,0.1896,-0.0170000000000012,0.0176,0.0314,0.0339,0.1,13.54405,3.762236111111111,0.37622361111111113,-0.331141118461656,0.17857705681707295,-23.90613368588554,11.44278603524459,-87.02044665610838,45.36753007100065,1490.5776577886788,0.0,41110022.97118631,0.0036258254071845518,3.762236111111111,AVAILABLE,-54.47325347940023,30.675341409316424,-87.02044665610838,45.36753007100065
6074876,-1.3776,0.5996,9.5858,0.0099,0.0015,0.025,52.412952,-1.529004,8.1,31.756,298.2,9.702827606424842,0.0269306516816804,-0.2154969925182666,0.0179434385430039,-0.0629999999999999,0.1833,-0.2361999999999984,0.0048,0.0015,0.0176,0.101,36.49988999999999,10.138858333333332,1.0240246916666667,-0.9024764957656228,0.48390365129187995,-24.80861018165116,11.92668968653647,-87.02044665610838,45.36753007100065,1490.7411677990306,0.0,41110022.97118631,0.003626223144764184,10.138858333333332,AVAILABLE,-55.375729975165854,31.159245060608306,-87.02044665610838,45.36753007100065
6074975,-1.6286,0.2289,10.201,-0.0103,0.0066,0.0021,52.412952,-1.529004,8.1,30.762,298.627,10.332721527748632,0.012412090879461,0.6298939213237897,-0.0145185608022194,-0.2510000000000001,-0.3707,0.6151999999999997,-0.0202,0.0051,-0.0229,0.099,37.66570999999998,10.462697222222218,1.0358070249999995,-0.9091871773028455,0.4962608887142266,-25.71779735895401,12.422950575250697,-87.02044665610838,45.36753007100065,1490.914870840077,0.0,41110022.97118631,0.0036266456768585297,10.462697222222218,AVAILABLE,-56.284917152468694,31.65550594932254,-87.02044665610838,45.36753007100065
6075075,-1.5288,0.4805,9.8518,0.008,-0.0068,-0.0181,52.412952,-1.529004,8.1,30.755,297.895,9.981286136064831,0.0209248655909661,-0.3514353916838004,0.0085127747115051,0.0998000000000001,0.2516,-0.3491999999999997,0.0183,-0.0133999999999999,-0.0202,0.1,30.32552999999999,8.42375833333333,0.8423758333333331,-0.7444972043456229,0.39410779909255683,-26.462294563299633,12.817058374343254,-87.02044665610838,45.36753007100065,1491.0460321293044,0.0,41110022.97118631,0.0036269647262770124,8.42375833333333,AVAILABLE,-57.0294143568143,32.04961374841509,-87.02044665610838,45.36753007100065
6075175,-1.1975,0.4359,9.6441,0.0052,0.0064,0.0076,52.412952,-1.529004,8.1,30.006,297.921,9.727932970061008,0.0112142766151009,-0.2533531660038228,-0.0097105889758652,0.3312999999999999,-0.0445999999999999,-0.2077000000000008,-0.0028,0.0132,0.0257,0.1,34.86312999999999,9.684202777777775,0.9684202777777776,-0.855690410351566,0.45346637807400514,-27.3179849736512,13.27052475241726,-87.02044665610838,45.36753007100065,1491.1978267926252,0.0,41110022.97118631,0.003627333966312288,9.684202777777775,AVAILABLE,-57.88510476716587,32.50308012648909,-87.02044665610838,45.36753007100065
6075276,-1.4032,0.3783,9.9738,-0.0049,-0.0035,0.0021,52.412952,-1.529004,8.1,29.38,298.502,10.079125337547897,0.006377303505401,0.3511923674868882,-0.0048369731096999,-0.2057,-0.0575999999999999,0.3297000000000007,-0.0101,-0.0099,-0.0055,0.101,22.65753999999999,6.293761111111108,0.6356698722222219,-0.5586269736657089,0.3033349481086994,-27.87661194731691,13.573859700525958,-87.02044665610838,45.36753007100065,1491.304158336172,0.0,41110022.97118631,0.0036275926174534493,6.293761111111108,AVAILABLE,-58.443731740831595,32.80641507459779,-87.02044665610838,45.36753007100065
6075375,-1.4311,0.5994,9.8202,-0.0035,0.0225,0.0175,52.412952,-1.529004,8.1,29.142,298.945,9.942014665549433,0.0287184609615487,-0.1371106719984638,0.0223411574561477,-0.0279,0.2211,-0.1536000000000008,0.0013999999999999,0.026,0.0154,0.099,36.510180000000005,10.141716666666667,1.00402995,-0.8786112354656904,0.48592019654512775,-28.7552231827826,14.059779897071085,-87.02044665610838,45.36753007100065,1491.4802910284177,0.0,41110022.97118631,0.003628021059666603,10.141716666666667,AVAILABLE,-59.32234297629728,33.292335271142925,-87.02044665610838,45.36753007100065
6075475,-1.5308,0.1657,10.0956,-0.0124,0.0106,0.0154,52.412952,-1.529004,8.1,28.796,299.207,10.212342752277754,0.0224339029150079,0.2703280867283215,-0.0062845580465408,-0.0996999999999999,-0.4337000000000001,0.2753999999999994,-0.0089,-0.0118999999999999,-0.0021,0.1,34.07472,9.4652,0.94652,-0.8261817826944204,0.46186986516103157,-29.58140496547702,14.521649762232116,-87.02044665610838,45.36753007100065,1491.6511934128896,0.0,41110022.97118631,0.0036284367791727485,9.4652,AVAILABLE,-60.1485247589917,33.75420513630396,-87.02044665610838,45.36753007100065
6075576,-1.2054,0.2506,10.2395,0.0061,0.0161,-0.0017,52.412952,-1.529004,8.1,27.889,298.111,10.31325117361155,0.0173005780250256,0.1009084213337949,-0.0051333248899822,0.3253999999999999,0.0849,0.1439000000000003,0.0185,0.0055,-0.0171,0.101,43.38841999999999,12.052338888888885,1.2172862277777774,-1.0736907888644398,0.5735624205307629,-30.65509575434146,15.095212182762879,-87.02044665610838,45.36753007100065,1491.848902102497,0.0,41110022.97118631,0.0036289177049307953,12.052338888888885,AVAILABLE,-61.22221554785614,34.32776755683471,-87.02044665610838,45.36753007100065
6075675,-1.087,0.1224,9.8487,0.0009,0.0099,-0.0034,52.412952,-1.529004,8.1,27.698,298.396,9.909260439104424,0.0105061886524086,-0.4039907345071256,-0.006794389372617,0.1184,-0.1281999999999999,-0.3908000000000005,-0.0052,-0.0061999999999999,-0.0017,0.099,28.243369999999995,7.845380555555554,0.7766926749999998,-0.6832423914059147,0.3693661408204361,-31.338338145747375,15.464578323583314,-87.02044665610838,45.36753007100065,1491.979365929089,0.0,41110022.97118631,0.003629235057773637,7.845380555555554,AVAILABLE,-61.90545793926205,34.697133697655154,-87.02044665610838,45.36753007100065
6075775,-1.0462,0.4158,9.8563,-0.0074,-0.0103,-0.014,52.412952,-1.529004,8.1,27.245,298.508,9.920386775222022,0.0188904737897174,0.0111263361175986,0.0083842851373087,0.0407999999999999,0.2934,0.0076,-0.0083,-0.0202,-0.0106,0.1,25.982439999999993,7.217344444444443,0.7217344444444443,-0.6342244896066812,0.3444704705496182,-31.972562635354056,15.809048794132933,-87.02044665610838,45.36753007100065,1492.102340769318,0.0,41110022.97118631,0.0036295341936809934,7.217344444444443,AVAILABLE,-62.53968242886873,35.04160416820476,-87.02044665610838,45.36753007100065
