timestamp_ms,ax,ay,az,gyro_yaw,gyro_pitch,gyro_roll,gps_lat,gps_lon,gps_speed,vehicle_speed,vehicle_heading,accel_magnitude,gyro_magnitude,accel_change,gyro_change,ax_change,ay_change,az_change,gyro_yaw_change,gyro_pitch_change,gyro_roll_change,dt,predicted_speed,gps_x,gps_y,phase,gnss_available,ins_heading_rad,ins_speed_mps,ins_x,ins_y,dr_x,dr_y,corrected_x,corrected_y,dr_source_speed_col
5427875,-0.2898,-0.0714,9.6902,0.0062,0.0553,0.0097,52.43591,-1.473548,5.83,20.369,323.013,9.694795409909382,0.0564855733794037,0.2877606050412726,0.0193591676821105,-0.0977,-0.1085,0.2852000000000014,-0.0127999999999999,0.0289,0.0276,0.1,38.33382000000002,-108.22508787343604,-4659.512206113672,GNSS_OUTAGE,False,5.638094162349962,5.694999999999999,-108.22508787343604,-4659.512206113672,-108.22508787343604,-4659.512206113672,-108.22508787343604,-4659.512206113672,predicted_speed
5427975,-0.6183,-0.4571,9.7967,-0.0109,-0.0052,-0.0339,52.43591,-1.473548,5.83,20.916,323.462,9.826828897971104,0.0359869420762587,0.1320334880617224,-0.0204986313031449,-0.3284999999999999,-0.3857,0.1064999999999987,-0.0171,-0.0605,-0.0436,0.1,49.84792999999999,-108.22508787343604,-4659.512206113672,GNSS_OUTAGE,False,5.636851662349962,5.667614499999999,-108.56642767532207,-4659.059761994631,-108.56642767532207,-4659.059761994631,-108.56642767532207,-4659.059761994631,predicted_speed
5428075,-0.221,0.2351,9.7967,-0.016,0.0009,-0.0288,52.43591,-1.473548,5.83,20.855,321.761,9.802012237290873,0.0329583069953539,-0.0248166606802335,-0.0030286350809047,0.3973,0.6922,0.0,-0.0051,0.0060999999999999,0.0051,0.1,39.54861,-108.22508787343604,-4659.512206113672,GNSS_OUTAGE,False,5.635099162349961,5.679958999999999,-108.90930505114694,-4658.60693261444,-108.90930505114694,-4658.60693261444,-108.90930505114694,-4658.60693261444,predicted_speed
5428176,-0.3306,-0.3131,9.5965,-0.0053,0.046,0.0035,52.43591,-1.473548,5.83,20.992,324.409,9.60729619716182,0.0464364081298284,-0.1947160401290499,0.0134781011344744,-0.1096,-0.5482,-0.2001999999999988,0.0107,0.0451,0.0323,0.101,42.02398,-108.22508787343604,-4659.512206113672,GNSS_OUTAGE,False,5.634409837349962,5.6813573449999994,-109.25601172096272,-4658.149701228816,-109.25601172096272,-4658.149701228816,-109.25601172096272,-4658.149701228816,predicted_speed
5428276,-0.1741,-0.0162,9.0849,-0.0203,0.0356,-0.0152,52.43591,-1.473548,5.83,20.992,322.035,9.086582485181102,0.0437091523596603,-0.5207137119807186,-0.0027272557701681,0.1565,0.2969,-0.5116000000000014,-0.015,-0.0104,-0.0187,0.1,49.35194999999999,-108.22508787343604,-4659.512206113672,GNSS_OUTAGE,False,5.632227337349962,5.698391845,-109.60130506375867,-4657.69639205881,-109.60130506375867,-4657.69639205881,-109.60130506375867,-4657.69639205881,predicted_speed
5428375,-0.5392,-0.4641,9.1814,-0.0645,0.0042,-0.0356,52.43591,-1.473548,5.83,21.442,322.873,9.208921294592542,0.0737919372289412,0.1223388094114401,0.0300827848692808,-0.3651,-0.4479,0.0965000000000007,-0.0442,-0.0314,-0.0204,0.099,43.30331999999999,-108.22508787343604,-4659.512206113672,GNSS_OUTAGE,False,5.625690862349962,5.6791111,-109.94490503148727,-4657.251370842727,-109.94490503148727,-4657.251370842727,-109.94490503148727,-4657.251370842727,predicted_speed
5428475,-0.9536,-0.0565,10.7361,-0.0306,0.0242,-0.0196,52.43591,-1.473548,5.83,21.384,323.021,10.778515130573414,0.043659592302265,1.5695938359808714,-0.0301323449266761,-0.4144,0.4076,1.5547000000000004,0.0339,0.02,0.016,0.1,48.78385000000001,-108.22508787343604,-4659.512206113672,GNSS_OUTAGE,False,5.622478362349962,5.6181956,-110.28967975089633,-4656.807781380662,-110.28967975089633,-4656.807781380662,-110.28967975089633,-4656.807781380662,predicted_speed
5428575,-0.9809,-0.1106,10.902,0.0086,0.0139,-0.0059,52.43591,-1.473548,5.83,21.38,323.723,10.946597698371855,0.0173775717521177,0.1680825677984412,-0.0262820205501473,-0.0272999999999999,-0.0541,0.1658999999999988,0.0392,-0.0103,0.0137,0.1,52.2907,-108.22508787343604,-4659.512206113672,GNSS_OUTAGE,False,5.6231858623499615,5.5545501,-110.63023833442873,-4656.368976048748,-110.63023833442873,-4656.368976048748,-110.63023833442873,-4656.368976048748,predicted_speed
5428675,-0.2319,-0.2123,10.5156,0.0488,0.0246,0.011,52.43591,-1.473548,5.83,21.481,322.163,10.52029905753634,0.055745851863614,-0.4262986408355154,0.0383682801114963,0.749,-0.1016999999999999,-0.3864000000000001,0.0402,0.0107,0.0169,0.1,44.36813999999998,-108.22508787343604,-4659.512206113672,GNSS_OUTAGE,False,5.627913362349962,5.5658046,-110.96940448883868,-4655.927673286285,-110.96940448883868,-4655.927673286285,-110.96940448883868,-4655.927673286285,predicted_speed
5428776,-0.194,-0.5263,9.2944,0.0755,0.0109,-0.0217,52.43591,-1.473548,5.83,21.388,322.258,9.31131027568086,0.0793092050142983,-1.2089887818554796,0.0235633531506842,0.0378999999999999,-0.314,-1.2211999999999996,0.0266999999999999,-0.0137,-0.0327,0.101,40.56645999999999,-108.22508787343604,-4659.512206113672,GNSS_OUTAGE,False,5.635384837349962,5.580999545,-111.30954870383313,-4655.478186767067,-111.30954870383313,-4655.478186767067,-111.30954870383313,-4655.478186767067,predicted_speed
