timestamp_ms,ax,ay,az,gyro_yaw,gyro_pitch,gyro_roll,gps_lat,gps_lon,gps_speed,vehicle_speed,vehicle_heading,accel_magnitude,gyro_magnitude,accel_change,gyro_change,ax_change,ay_change,az_change,gyro_yaw_change,gyro_pitch_change,gyro_roll_change,dt,predicted_speed,gps_x,gps_y,phase,gnss_available,ins_heading_rad,ins_speed_mps,ins_x,ins_y,dr_x,dr_y,corrected_x,corrected_y,dr_source_speed_col
6062275,-0.0807,1.8925,10.2909,-0.0283,0.171,0.0093,52.41212,-1.526794,9.45,35.629,333.148,10.463779983829935,0.1735752862593059,0.7546744879564873,0.0124986274908797,-0.2327,-0.2822,0.8297000000000008,-0.0344,0.0102,0.0165,0.1,37.61391000000002,-3714.328360031446,-7304.839510987464,GNSS_OUTAGE,False,5.799310225356678,9.838055555555556,-3714.328360031446,-7304.839510987464,-3714.328360031446,-7304.839510987464,-3714.328360031446,-7304.839510987464,predicted_speed
6062376,-0.5323,2.0065,10.2052,0.0115,0.1463,-0.0373,52.41212,-1.526794,9.45,35.795,333.626,10.41419668433432,0.1514174032269739,-0.0495832994956142,-0.022157883032332,-0.4516,0.1139999999999998,-0.085700000000001,0.0398,-0.0247,-0.0466,0.101,36.68559999999999,-3714.328360031446,-7304.839510987464,GNSS_OUTAGE,False,5.799267805356679,9.772112150555555,-3714.7875544463286,-7303.9658539738,-3714.785575679638,-7303.917405620624,-3714.785575679638,-7303.917405620624,predicted_speed
6062475,0.1164,2.7237,9.7438,0.0379,0.171,0.0156,52.41212,-1.526794,9.45,36.086,333.199,10.117990368151178,0.1758430265890575,-0.2962063161831434,0.0244256233620836,0.6487,0.7172000000000001,-0.4613999999999993,0.0264,0.0247,0.0529,0.099,36.6653,-3714.328360031446,-7304.839510987464,GNSS_OUTAGE,False,5.801839825356678,9.771695855555555,-3715.2354327685775,-7303.108378793136,-3715.2402092954135,-7303.017423068085,-3715.2402092954135,-7303.017423068085,predicted_speed
6062576,-0.0439,2.0696,10.5591,0.0502,0.2012,0.0176,52.41212,-1.526794,9.45,36.266,333.527,10.760100565515176,0.2081135267107834,0.6421101973639978,0.0322705001217259,-0.1603,-0.6541000000000001,0.8153000000000006,0.0122999999999999,0.0301999999999999,0.002,0.101,40.01231,-3714.328360031446,-7304.839510987464,GNSS_OUTAGE,False,5.805706105356679,9.755080850555554,-3715.6882023532276,-7302.233311247567,-3715.7406230237557,-7302.012562836076,-3715.7406230237557,-7302.012562836076,predicted_speed
6062676,0.0242,1.5406,9.6801,0.0098,0.1292,-0.0498,52.41212,-1.526794,9.45,36.59,333.73,9.801957458079482,0.1388118150590935,-0.958143107435694,-0.0693017116516899,0.0681,-0.5289999999999999,-0.8790000000000013,-0.0404,-0.0719999999999999,-0.0674,0.1,35.5531,-3714.328360031446,-7304.839510987464,GNSS_OUTAGE,False,5.805494105356678,9.745440350555555,-3716.136229535413,-7301.367858926358,-3716.1777303459594,-7301.126976298387,-3716.1777303459594,-7301.126976298387,predicted_speed
6062775,0.5608,2.1636,8.825,0.0311,0.1828,-0.0192,52.41212,-1.526794,9.45,36.871,333.796,9.103641392322086,0.1864180517010088,-0.6983160657573961,0.0476062366419152,0.5366,0.6230000000000002,-0.8551000000000002,0.0213,0.0535999999999999,0.0306,0.099,36.12681,-3714.328360031446,-7304.839510987464,GNSS_OUTAGE,False,5.8073929253566785,9.789019655555554,-3716.580124900556,-7300.506385301274,-3716.6164230239683,-7300.235592150082,-3716.6164230239683,-7300.235592150082,predicted_speed
6062876,-0.119,2.3039,9.8425,0.0075,0.1685,-0.0203,52.41212,-1.526794,9.45,36.965,333.56699999999995,10.109249351954873,0.1698840486920417,1.005607959632787,-0.016534003008967,-0.6798,0.1402999999999998,1.0175,-0.0236,-0.0142999999999999,-0.0011,0.101,31.3047,-3714.328360031446,-7304.839510987464,GNSS_OUTAGE,False,5.806946505356678,9.764819550555554,-3717.032259628717,-7299.629882655521,-3717.0073861251494,-7299.449139758757,-3717.0073861251494,-7299.449139758757,predicted_speed
6062976,-0.4154,1.9945,9.1653,0.0105,0.1949,-0.0248,52.41212,-1.526794,9.45,36.698,333.509,9.388999494088814,0.1967518741969183,-0.7202498578660581,0.0268678255048766,-0.2964,-0.3094000000000001,-0.6771999999999991,0.003,0.0263999999999999,-0.0045,0.1,39.16876999999999,-3714.328360031446,-7304.839510987464,GNSS_OUTAGE,False,5.806804505356678,9.711219050555554,-3717.4775830655535,-7298.766885094063,-3717.4927059338474,-7298.475355785812,-3717.4927059338474,-7298.475355785812,predicted_speed
6063075,0.4714,2.3789,9.54,0.0278,0.1493,-0.0342,52.41212,-1.526794,9.45,37.289,333.13,9.84342334607224,0.1556694253859761,0.4544238519834245,-0.0410824488109422,0.8868,0.3843999999999998,0.3746999999999989,0.0172999999999999,-0.0456,-0.0094,0.099,42.29511,-3714.328360031446,-7304.839510987464,GNSS_OUTAGE,False,5.8083766253566775,9.745947755555553,-3717.9186813648303,-7297.908767648207,-3718.018396586261,-7297.437816840778,-3718.018396586261,-7297.437816840778,predicted_speed
6063175,-0.2287,1.674,10.1334,0.0365,0.1934,-0.0333,52.41212,-1.526794,9.45,37.775,332.471,10.273284540496286,0.199611372421513,0.4298611944240473,0.0439419470355369,-0.7001,-0.7048999999999999,0.5934000000000008,0.0087,0.0441,0.0008999999999999,0.1,34.55834999999998,-3714.328360031446,-7304.839510987464,GNSS_OUTAGE,False,5.810834625356677,9.711017255555554,-3718.3605140296268,-7297.044000362924,-3718.462085012381,-7296.586551557434,-3718.462085012381,-7296.586551557434,predicted_speed
6063275,0.1569,2.08,10.8832,0.0398,0.1471,-0.0251,52.412544,-1.527721,11.02,37.67,332.653,11.081293239058338,0.1544424164535119,0.8080086985620518,-0.0451689559680011,0.3856,0.4060000000000001,0.7498000000000005,0.0033,-0.0462999999999999,0.0082,0.1,45.38968000000002,-3777.1097470519003,-7257.6928620904855,GNSS_OUTAGE,False,5.813622625356677,9.714646755555554,-3718.800098242734,-7296.177680944095,-3719.041280448951,-7295.466635968666,-3719.041280448951,-7295.466635968666,predicted_speed
6063376,1.0731,1.103,9.8127,0.0198,0.15,-0.0122,52.412544,-1.527721,11.02,38.225,332.315,9.93263479143374,0.1517922264149254,-1.148658447624598,-0.0026501900385864,0.9162,-0.977,-1.070500000000001,-0.02,0.0028999999999999,0.0129,0.101,29.74590000000001,-3777.1097470519003,-7257.6928620904855,GNSS_OUTAGE,False,5.814418505356677,9.810848750555554,-3719.2477715149134,-7295.2936769979315,-3719.4290152285007,-7294.727640030313,-3719.4290152285007,-7294.727640030313,predicted_speed
6063476,0.4484,2.5809,9.3415,-0.0648,0.1584,-0.048,52.412544,-1.527721,11.02,38.275,332.23,9.70184155817853,0.177745886028341,-0.2307932332552109,0.0259536596134155,-0.6246999999999999,1.4779000000000002,-0.4711999999999996,-0.0846,0.0084,-0.0358,0.1,41.30001000000002,-3777.1097470519003,-7257.6928620904855,GNSS_OUTAGE,False,5.806746505356677,9.843628250555554,-3719.6992175223468,-7294.418938937868,-3719.963533048778,-7293.712548820464,-3719.963533048778,-7293.712548820464,predicted_speed
6063576,-0.14,1.8822,10.6371,-0.0287,0.1533,0.0291,52.412544,-1.527721,11.02,38.221,331.886,10.80324827308898,0.1586549400428489,1.1014067149104498,-0.0190909459854921,-0.5884,-0.6987000000000001,1.2956000000000003,0.0360999999999999,-0.0051,0.0771,0.1,42.55738,-3777.1097470519003,-7257.6928620904855,GNSS_OUTAGE,False,5.802684505356677,9.817567750555554,-3720.1530084045203,-7293.548352813108,-3720.5205942713856,-7292.669879120478,-3720.5205942713856,-7292.669879120478,predicted_speed
